id_registro,texto,canal_origem,data,classe_macro,classe_detalhada
270,Há cobrança indevida no meu extrato.,formulario,2025-03-31,Financeiro e Cobrança,Cobrança Indevida / Duplicada
271,Necessário corrigir informações do cadastro.,email,2025-03-22,Solicitações Operacionais,Atualização Cadastral
272,Pedido de nova via de cobrança.,sistema,2025-03-02,Financeiro e Cobrança,Segunda Via de Boleto
273,A interface poderia ser mais intuitiva.,email,2025-03-31,Feedback e Experiência,Crítica de Usabilidade
274,Gostei muito da nova atualização.,chat,2025-03-21,Feedback e Experiência,Feedback Positivo
275,Entro em contato para solicitar retorno.,sistema,2025-03-08,Outros,Mensagem Genérica
276,Pedido de alteração cadastral.,chat,2025-03-03,Solicitações Operacionais,Atualização Cadastral
277,Aguardando posicionamento.,chat,2025-03-27,Outros,Mensagem Genérica
278,Solicito reprocessamento de dados incorretos.,email,2025-03-09,Solicitações Operacionais,Reprocessamento / Correção de Dados
279,Pedido de integração para sincronização de dados.,sistema,2025-03-26,Solicitações Operacionais,Integração com Sistemas Externos
280,Pedido de inclusão de usuário com perfil específico.,email,2025-03-05,Solicitações Operacionais,Criação / Gestão de Usuários
281,O sistema encontra-se indisponível no momento.,sistema,2025-03-01,Problemas Técnicos,Indisponibilidade / Queda do Serviço
282,Solicito reprocessamento de dados incorretos.,chat,2025-03-24,Solicitações Operacionais,Reprocessamento / Correção de Dados
283,Gostei muito da nova atualização.,email,2025-03-16,Feedback e Experiência,Feedback Positivo
284,Usabilidade precisa melhorar.,email,2025-03-15,Feedback e Experiência,Crítica de Usabilidade
285,Aguardando posicionamento.,email,2025-03-24,Outros,Mensagem Genérica
286,Evento gerado automaticamente.,email,2025-03-02,Outros,Registro Automático
287,Seria interessante adicionar novos recursos.,email,2025-03-16,Feedback e Experiência,Sugestão de Nova Funcionalidade
288,Estou satisfeito com o sistema.,sistema,2025-03-20,Feedback e Experiência,Feedback Positivo
289,Solicito a criação de um novo usuário no sistema.,sistema,2025-03-20,Solicitações Operacionais,Criação / Gestão de Usuários
290,Apenas para agradecer.,sistema,2025-03-13,Outros,Agradecimento Simples
291,Obrigado pela ajuda.,formulario,2025-03-17,Outros,Agradecimento Simples
292,Registro automático do sistema.,email,2025-03-28,Outros,Registro Automático
293,Agradeço pelo atendimento.,formulario,2025-03-15,Outros,Agradecimento Simples
294,Necessário capacitação dos usuários do sistema.,formulario,2025-03-13,Solicitações Operacionais,Solicitação de Treinamento
295,O atendimento foi excelente.,formulario,2025-03-11,Feedback e Experiência,Feedback Positivo
296,Tenho dúvidas sobre o valor da fatura.,formulario,2025-03-03,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
297,O sistema apresentou um erro inesperado ao executar a funcionalidade solicitada.,formulario,2025-03-04,Problemas Técnicos,Erro de Sistema / Aplicação
298,Valor cobrado não condiz com o contratado.,email,2025-03-19,Financeiro e Cobrança,Cobrança Indevida / Duplicada
299,Obrigado pela ajuda.,email,2025-03-14,Outros,Agradecimento Simples
300,Questionamento sobre encargos cobrados.,email,2025-03-31,Financeiro e Cobrança,Juros e Encargos
301,Preciso reenviar o boleto de pagamento.,sistema,2025-03-04,Financeiro e Cobrança,Segunda Via de Boleto
302,Agradeço pelo atendimento.,chat,2025-03-22,Outros,Agradecimento Simples
303,Sugiro melhorias no sistema.,sistema,2025-03-28,Feedback e Experiência,Sugestão de Melhoria
304,Registro automático do sistema.,sistema,2025-03-19,Outros,Registro Automático
305,Necessário corrigir informações do cadastro.,email,2025-03-20,Solicitações Operacionais,Atualização Cadastral
306,"Efetuei o pagamento, mas consta como pendente no sistema.",sistema,2025-03-23,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
307,Gostaria de esclarecimentos sobre a cobrança.,email,2025-03-06,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
308,Pedido de relatório customizado conforme necessidade.,formulario,2025-03-03,Solicitações Operacionais,Customização de Relatórios
309,Pedido de atualização do plano atual.,email,2025-03-03,Solicitações Operacionais,Alteração de Plano / Contrato
310,Mensagem sem detalhes específicos.,formulario,2025-03-15,Outros,Mensagem Genérica
311,Há cobrança indevida no meu extrato.,sistema,2025-03-24,Financeiro e Cobrança,Cobrança Indevida / Duplicada
312,Pedido de nova via de cobrança.,email,2025-03-29,Financeiro e Cobrança,Segunda Via de Boleto
313,"Não consigo acessar o sistema, pois ocorre erro de autenticação mesmo com credenciais corretas.",email,2025-03-22,Problemas Técnicos,Erro de Autenticação e Acesso
314,A aplicação está fora do ar desde o início da manhã.,formulario,2025-03-16,Problemas Técnicos,Indisponibilidade / Queda do Serviço
315,Evento gerado automaticamente.,sistema,2025-03-07,Outros,Registro Automático
316,Mensagem sem detalhes específicos.,formulario,2025-03-04,Outros,Mensagem Genérica
317,Juros aplicados parecem incorretos.,formulario,2025-03-17,Financeiro e Cobrança,Juros e Encargos
318,"Efetuei o pagamento, mas consta como pendente no sistema.",formulario,2025-03-20,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
319,O sistema apresentou um erro inesperado ao executar a funcionalidade solicitada.,sistema,2025-03-31,Problemas Técnicos,Erro de Sistema / Aplicação
320,Solicito atualização dos dados cadastrais.,sistema,2025-03-10,Solicitações Operacionais,Atualização Cadastral
321,"Efetuei o pagamento, mas consta como pendente no sistema.",formulario,2025-03-24,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
322,Sugiro melhorias no sistema.,formulario,2025-03-18,Feedback e Experiência,Sugestão de Melhoria
323,Pedido de relatório customizado conforme necessidade.,sistema,2025-03-03,Solicitações Operacionais,Customização de Relatórios
324,O atendimento foi excelente.,email,2025-03-15,Feedback e Experiência,Feedback Positivo
325,"Serviço indisponível, impossibilitando o uso da plataforma.",formulario,2025-03-19,Problemas Técnicos,Indisponibilidade / Queda do Serviço
326,Seria interessante adicionar novos recursos.,email,2025-03-13,Feedback e Experiência,Sugestão de Nova Funcionalidade
327,O sistema encontra-se indisponível no momento.,formulario,2025-03-27,Problemas Técnicos,Indisponibilidade / Queda do Serviço
328,"Pagamento realizado, porém não identificado.",email,2025-03-08,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
329,Pedido de nova funcionalidade.,email,2025-03-13,Feedback e Experiência,Sugestão de Nova Funcionalidade
330,Questionamento sobre encargos cobrados.,chat,2025-03-11,Financeiro e Cobrança,Juros e Encargos
331,Pedido de inclusão de usuário com perfil específico.,email,2025-03-17,Solicitações Operacionais,Criação / Gestão de Usuários
332,Mensagem sem detalhes específicos.,sistema,2025-03-24,Outros,Mensagem Genérica
333,Solicito integração com sistema externo via API.,chat,2025-03-09,Solicitações Operacionais,Integração com Sistemas Externos
334,Pedido de integração para sincronização de dados.,chat,2025-03-25,Solicitações Operacionais,Integração com Sistemas Externos
335,"Erro ao autenticar usuário, mesmo após redefinição de senha.",formulario,2025-03-15,Problemas Técnicos,Erro de Autenticação e Acesso
336,Obrigado pela ajuda.,sistema,2025-03-28,Outros,Agradecimento Simples
337,Há cobrança indevida no meu extrato.,email,2025-03-16,Financeiro e Cobrança,Cobrança Indevida / Duplicada
338,Dificuldade de navegação no sistema.,email,2025-03-12,Feedback e Experiência,Crítica de Usabilidade
339,Mensagem sem detalhes específicos.,formulario,2025-03-15,Outros,Mensagem Genérica
340,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",sistema,2025-03-03,Problemas Técnicos,Erro de Sistema / Aplicação
341,Performance degradada ao acessar dashboards.,formulario,2025-03-15,Problemas Técnicos,Problemas de Performance / Lentidão
342,Apenas para agradecer.,email,2025-03-15,Outros,Agradecimento Simples
343,Agradeço pelo atendimento.,sistema,2025-03-20,Outros,Agradecimento Simples
344,Sugiro melhorias no sistema.,formulario,2025-03-04,Feedback e Experiência,Sugestão de Melhoria
345,Dúvida sobre juros aplicados na fatura.,chat,2025-03-02,Financeiro e Cobrança,Juros e Encargos
346,Desejo mudar as condições do contrato.,formulario,2025-03-17,Solicitações Operacionais,Alteração de Plano / Contrato
347,Agradeço pelo atendimento.,sistema,2025-03-12,Outros,Agradecimento Simples
348,Pedido de estorno financeiro.,sistema,2025-03-22,Financeiro e Cobrança,Reembolso / Estorno
349,Aguardando posicionamento.,sistema,2025-03-03,Outros,Mensagem Genérica
350,O sistema não reconheceu o pagamento efetuado.,formulario,2025-03-10,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
351,Juros aplicados parecem incorretos.,chat,2025-03-11,Financeiro e Cobrança,Juros e Encargos
352,Performance degradada ao acessar dashboards.,chat,2025-03-30,Problemas Técnicos,Problemas de Performance / Lentidão
353,Valor da fatura parece incorreto.,formulario,2025-03-05,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
354,Agradeço pelo atendimento.,sistema,2025-03-18,Outros,Agradecimento Simples
355,A interface poderia ser mais intuitiva.,email,2025-03-21,Feedback e Experiência,Crítica de Usabilidade
356,A interface poderia ser mais intuitiva.,sistema,2025-03-10,Feedback e Experiência,Crítica de Usabilidade
357,Necessário integrar a plataforma com sistema de terceiros.,formulario,2025-03-07,Solicitações Operacionais,Integração com Sistemas Externos
358,Solicito integração com sistema externo via API.,email,2025-03-10,Solicitações Operacionais,Integração com Sistemas Externos
359,Performance degradada ao acessar dashboards.,email,2025-03-22,Problemas Técnicos,Problemas de Performance / Lentidão
360,Solicito segunda via do boleto.,formulario,2025-03-05,Financeiro e Cobrança,Segunda Via de Boleto
361,Pedido de integração para sincronização de dados.,chat,2025-03-24,Solicitações Operacionais,Integração com Sistemas Externos
362,O atendimento foi excelente.,sistema,2025-03-22,Feedback e Experiência,Feedback Positivo
363,Pedido de agendamento de treinamento.,sistema,2025-03-25,Solicitações Operacionais,Solicitação de Treinamento
364,Sugiro aprimorar algumas funcionalidades.,chat,2025-03-10,Feedback e Experiência,Sugestão de Melhoria
365,O sistema poderia ser mais rápido.,formulario,2025-03-15,Feedback e Experiência,Sugestão de Melhoria
366,Desejo informações sobre reembolso.,formulario,2025-03-31,Financeiro e Cobrança,Reembolso / Estorno
367,Solicito atualização dos dados cadastrais.,chat,2025-03-28,Solicitações Operacionais,Atualização Cadastral
368,O sistema não reconheceu o pagamento efetuado.,formulario,2025-03-28,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
369,Solicito segunda via do boleto.,email,2025-03-10,Financeiro e Cobrança,Segunda Via de Boleto
370,O login está falhando e impede o acesso ao ambiente.,formulario,2025-03-29,Problemas Técnicos,Erro de Autenticação e Acesso
371,Mensagem sem detalhes específicos.,email,2025-03-31,Outros,Mensagem Genérica
372,Necessário corrigir informações do cadastro.,sistema,2025-03-30,Solicitações Operacionais,Atualização Cadastral
373,Não foi possível exportar o relatório solicitado.,formulario,2025-03-17,Problemas Técnicos,Erro de Exportação / Relatórios
374,Há cobrança indevida no meu extrato.,email,2025-03-12,Financeiro e Cobrança,Cobrança Indevida / Duplicada
375,Necessário cadastrar novo acesso para colaborador.,email,2025-03-27,Solicitações Operacionais,Criação / Gestão de Usuários
376,Identifiquei cobrança duplicada na fatura.,email,2025-03-10,Financeiro e Cobrança,Cobrança Indevida / Duplicada
377,Sugiro aprimorar algumas funcionalidades.,formulario,2025-03-15,Feedback e Experiência,Sugestão de Melhoria
378,Entro em contato para solicitar retorno.,email,2025-03-09,Outros,Mensagem Genérica
379,Solicito atualização dos dados cadastrais.,formulario,2025-03-04,Solicitações Operacionais,Atualização Cadastral
380,Há cobrança indevida no meu extrato.,email,2025-03-02,Financeiro e Cobrança,Cobrança Indevida / Duplicada
381,Pedido de agendamento de treinamento.,formulario,2025-03-03,Solicitações Operacionais,Solicitação de Treinamento
382,A exportação de dados falha continuamente.,email,2025-03-21,Problemas Técnicos,Erro de Exportação / Relatórios
383,Agradeço pelo atendimento.,chat,2025-03-10,Outros,Agradecimento Simples
384,Gostei muito da nova atualização.,sistema,2025-03-08,Feedback e Experiência,Feedback Positivo
385,Registro automático do sistema.,email,2025-03-17,Outros,Registro Automático
386,O sistema não reconheceu o pagamento efetuado.,email,2025-03-13,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
387,Gostei muito da nova atualização.,formulario,2025-03-12,Feedback e Experiência,Feedback Positivo
388,Dúvida sobre juros aplicados na fatura.,sistema,2025-03-26,Financeiro e Cobrança,Juros e Encargos
389,O sistema encontra-se indisponível no momento.,email,2025-03-25,Problemas Técnicos,Indisponibilidade / Queda do Serviço
390,Obrigado pela ajuda.,chat,2025-03-02,Outros,Agradecimento Simples
391,Preciso reenviar o boleto de pagamento.,chat,2025-03-27,Financeiro e Cobrança,Segunda Via de Boleto
392,Pedido de nova funcionalidade.,chat,2025-03-26,Feedback e Experiência,Sugestão de Nova Funcionalidade
393,Pedido de inclusão de usuário com perfil específico.,formulario,2025-03-02,Solicitações Operacionais,Criação / Gestão de Usuários
394,Identifiquei cobrança duplicada na fatura.,chat,2025-03-29,Financeiro e Cobrança,Cobrança Indevida / Duplicada
395,A aplicação está fora do ar desde o início da manhã.,formulario,2025-03-27,Problemas Técnicos,Indisponibilidade / Queda do Serviço
396,Evento gerado automaticamente.,email,2025-03-25,Outros,Registro Automático
397,Dados inconsistentes precisam ser reprocessados.,email,2025-03-28,Solicitações Operacionais,Reprocessamento / Correção de Dados
398,Tenho dúvidas sobre o valor da fatura.,sistema,2025-03-14,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
399,Seria interessante adicionar novos recursos.,sistema,2025-03-06,Feedback e Experiência,Sugestão de Nova Funcionalidade
400,Seria interessante adicionar novos recursos.,sistema,2025-03-26,Feedback e Experiência,Sugestão de Nova Funcionalidade
401,Erro ao consultar dados devido a indisponibilidade do banco.,email,2025-03-14,Problemas Técnicos,Falha de Banco de Dados
402,Aguardando posicionamento.,sistema,2025-03-11,Outros,Mensagem Genérica
403,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",sistema,2025-03-10,Problemas Técnicos,Erro de Sistema / Aplicação
404,Sugiro inclusão de nova funcionalidade.,formulario,2025-03-12,Feedback e Experiência,Sugestão de Nova Funcionalidade
405,Gostei muito da nova atualização.,sistema,2025-03-20,Feedback e Experiência,Feedback Positivo
406,Usabilidade precisa melhorar.,email,2025-03-03,Feedback e Experiência,Crítica de Usabilidade
407,Usabilidade precisa melhorar.,chat,2025-03-31,Feedback e Experiência,Crítica de Usabilidade
408,"Erro ao autenticar usuário, mesmo após redefinição de senha.",formulario,2025-03-02,Problemas Técnicos,Erro de Autenticação e Acesso
409,Solicito a criação de um novo usuário no sistema.,sistema,2025-03-12,Solicitações Operacionais,Criação / Gestão de Usuários
410,Gostei muito da nova atualização.,chat,2025-03-22,Feedback e Experiência,Feedback Positivo
411,Dificuldade de navegação no sistema.,formulario,2025-03-25,Feedback e Experiência,Crítica de Usabilidade
412,O sistema está muito lento após a última atualização.,sistema,2025-03-13,Problemas Técnicos,Problemas de Performance / Lentidão
413,Questionamento sobre encargos cobrados.,chat,2025-03-31,Financeiro e Cobrança,Juros e Encargos
414,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,chat,2025-03-16,Problemas Técnicos,Erro de Sistema / Aplicação
415,Log automático registrado.,email,2025-03-09,Outros,Registro Automático
416,Questionamento sobre encargos cobrados.,chat,2025-03-20,Financeiro e Cobrança,Juros e Encargos
417,Questionamento sobre encargos cobrados.,chat,2025-03-04,Financeiro e Cobrança,Juros e Encargos
418,Solicito atualização dos dados cadastrais.,formulario,2025-03-06,Solicitações Operacionais,Atualização Cadastral
419,Gostei muito da nova atualização.,sistema,2025-03-22,Feedback e Experiência,Feedback Positivo
420,Dúvida sobre juros aplicados na fatura.,sistema,2025-03-29,Financeiro e Cobrança,Juros e Encargos
421,Valor cobrado não condiz com o contratado.,chat,2025-03-26,Financeiro e Cobrança,Cobrança Indevida / Duplicada
422,Solicito segunda via do boleto.,email,2025-03-07,Financeiro e Cobrança,Segunda Via de Boleto
423,Necessário integrar a plataforma com sistema de terceiros.,email,2025-03-12,Solicitações Operacionais,Integração com Sistemas Externos
424,Obrigado pela ajuda.,formulario,2025-03-26,Outros,Agradecimento Simples
425,Aguardando posicionamento.,email,2025-03-03,Outros,Mensagem Genérica
426,Desejo informações sobre reembolso.,formulario,2025-03-17,Financeiro e Cobrança,Reembolso / Estorno
427,Pedido de nova funcionalidade.,email,2025-03-05,Feedback e Experiência,Sugestão de Nova Funcionalidade
428,Dúvida sobre juros aplicados na fatura.,formulario,2025-03-15,Financeiro e Cobrança,Juros e Encargos
429,Registro automático do sistema.,chat,2025-03-25,Outros,Registro Automático
430,Pedido de agendamento de treinamento.,email,2025-03-27,Solicitações Operacionais,Solicitação de Treinamento
431,O sistema está muito lento após a última atualização.,sistema,2025-03-06,Problemas Técnicos,Problemas de Performance / Lentidão
432,Necessário corrigir dados já processados.,chat,2025-03-12,Solicitações Operacionais,Reprocessamento / Correção de Dados
433,Registro automático do sistema.,sistema,2025-03-07,Outros,Registro Automático
434,Registro automático do sistema.,sistema,2025-03-20,Outros,Registro Automático
435,Aguardando posicionamento.,chat,2025-03-19,Outros,Mensagem Genérica
436,Entro em contato para solicitar retorno.,sistema,2025-03-27,Outros,Mensagem Genérica
437,Entro em contato para solicitar retorno.,email,2025-03-02,Outros,Mensagem Genérica
438,Log automático registrado.,chat,2025-03-25,Outros,Registro Automático
439,Log automático registrado.,email,2025-03-16,Outros,Registro Automático
440,Log automático registrado.,sistema,2025-03-16,Outros,Registro Automático
441,Pedido de alteração cadastral.,formulario,2025-03-10,Solicitações Operacionais,Atualização Cadastral
442,Gostei muito da nova atualização.,email,2025-03-06,Feedback e Experiência,Feedback Positivo
443,Seria interessante adicionar novos recursos.,formulario,2025-03-07,Feedback e Experiência,Sugestão de Nova Funcionalidade
444,Solicito segunda via do boleto.,sistema,2025-03-28,Financeiro e Cobrança,Segunda Via de Boleto
445,Questionamento sobre encargos cobrados.,formulario,2025-03-05,Financeiro e Cobrança,Juros e Encargos
446,Pedido de nova via de cobrança.,email,2025-03-11,Financeiro e Cobrança,Segunda Via de Boleto
447,Solicito treinamento para a equipe.,sistema,2025-03-15,Solicitações Operacionais,Solicitação de Treinamento
448,Solicito integração com sistema externo via API.,email,2025-03-10,Solicitações Operacionais,Integração com Sistemas Externos
449,Sugiro inclusão de nova funcionalidade.,chat,2025-03-27,Feedback e Experiência,Sugestão de Nova Funcionalidade
450,Pedido de nova via de cobrança.,sistema,2025-03-07,Financeiro e Cobrança,Segunda Via de Boleto
451,Pedido de agendamento de treinamento.,formulario,2025-03-16,Solicitações Operacionais,Solicitação de Treinamento
452,Solicito reembolso do valor pago.,email,2025-03-31,Financeiro e Cobrança,Reembolso / Estorno
453,Sugiro inclusão de nova funcionalidade.,chat,2025-03-19,Feedback e Experiência,Sugestão de Nova Funcionalidade
454,"Efetuei o pagamento, mas consta como pendente no sistema.",sistema,2025-03-16,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
455,Apenas para agradecer.,formulario,2025-03-10,Outros,Agradecimento Simples
456,Entro em contato para solicitar retorno.,formulario,2025-03-05,Outros,Mensagem Genérica
457,Questionamento sobre encargos cobrados.,formulario,2025-03-12,Financeiro e Cobrança,Juros e Encargos
458,Não foi possível exportar o relatório solicitado.,chat,2025-03-12,Problemas Técnicos,Erro de Exportação / Relatórios
459,Registro automático do sistema.,formulario,2025-03-17,Outros,Registro Automático
460,Usabilidade precisa melhorar.,email,2025-03-05,Feedback e Experiência,Crítica de Usabilidade
461,Erro ao gerar relatório financeiro em PDF ou CSV.,sistema,2025-03-18,Problemas Técnicos,Erro de Exportação / Relatórios
462,Identifiquei cobrança duplicada na fatura.,formulario,2025-03-17,Financeiro e Cobrança,Cobrança Indevida / Duplicada
463,O sistema apresentou um erro inesperado ao executar a funcionalidade solicitada.,chat,2025-03-23,Problemas Técnicos,Erro de Sistema / Aplicação
464,Desejo informações sobre reembolso.,formulario,2025-03-05,Financeiro e Cobrança,Reembolso / Estorno
465,Agradeço pelo atendimento.,sistema,2025-03-30,Outros,Agradecimento Simples
466,Registro automático do sistema.,formulario,2025-03-20,Outros,Registro Automático
467,Preciso reenviar o boleto de pagamento.,formulario,2025-03-23,Financeiro e Cobrança,Segunda Via de Boleto
468,Evento gerado automaticamente.,email,2025-03-12,Outros,Registro Automático
469,Dúvida sobre juros aplicados na fatura.,formulario,2025-03-19,Financeiro e Cobrança,Juros e Encargos
470,Juros aplicados parecem incorretos.,email,2025-03-20,Financeiro e Cobrança,Juros e Encargos
471,Usabilidade precisa melhorar.,chat,2025-03-24,Feedback e Experiência,Crítica de Usabilidade
472,Há lentidão excessiva ao navegar entre as telas.,chat,2025-03-17,Problemas Técnicos,Problemas de Performance / Lentidão
473,Registro automático do sistema.,chat,2025-03-02,Outros,Registro Automático
474,Agradeço pelo atendimento.,chat,2025-03-01,Outros,Agradecimento Simples
475,Dificuldade de navegação no sistema.,chat,2025-03-14,Feedback e Experiência,Crítica de Usabilidade
476,Pedido de agendamento de treinamento.,formulario,2025-03-28,Solicitações Operacionais,Solicitação de Treinamento
477,Falha de conexão com o banco de dados.,chat,2025-03-18,Problemas Técnicos,Falha de Banco de Dados
478,Questionamento sobre encargos cobrados.,formulario,2025-03-11,Financeiro e Cobrança,Juros e Encargos
479,Pedido de agendamento de treinamento.,sistema,2025-03-18,Solicitações Operacionais,Solicitação de Treinamento
480,Juros aplicados parecem incorretos.,sistema,2025-03-20,Financeiro e Cobrança,Juros e Encargos
481,Sugiro melhorias no sistema.,sistema,2025-03-18,Feedback e Experiência,Sugestão de Melhoria
482,Há cobrança indevida no meu extrato.,sistema,2025-03-23,Financeiro e Cobrança,Cobrança Indevida / Duplicada
483,Pedido de atualização do plano atual.,formulario,2025-03-11,Solicitações Operacionais,Alteração de Plano / Contrato
484,Usabilidade precisa melhorar.,sistema,2025-03-10,Feedback e Experiência,Crítica de Usabilidade
485,Performance degradada ao acessar dashboards.,formulario,2025-03-29,Problemas Técnicos,Problemas de Performance / Lentidão
486,A interface poderia ser mais intuitiva.,sistema,2025-03-02,Feedback e Experiência,Crítica de Usabilidade
487,Dúvida sobre juros aplicados na fatura.,sistema,2025-03-30,Financeiro e Cobrança,Juros e Encargos
488,Usabilidade precisa melhorar.,formulario,2025-03-07,Feedback e Experiência,Crítica de Usabilidade
489,Pedido de alteração cadastral.,sistema,2025-03-30,Solicitações Operacionais,Atualização Cadastral
490,Obrigado pela ajuda.,chat,2025-03-04,Outros,Agradecimento Simples
491,Apenas para agradecer.,chat,2025-03-08,Outros,Agradecimento Simples
492,Banco de dados não responde às requisições.,chat,2025-03-21,Problemas Técnicos,Falha de Banco de Dados
493,Solicito a criação de um novo usuário no sistema.,formulario,2025-03-11,Solicitações Operacionais,Criação / Gestão de Usuários
494,Gostei muito da nova atualização.,chat,2025-03-01,Feedback e Experiência,Feedback Positivo
495,Mensagem sem detalhes específicos.,formulario,2025-03-16,Outros,Mensagem Genérica
496,Necessário corrigir informações do cadastro.,sistema,2025-03-10,Solicitações Operacionais,Atualização Cadastral
497,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,chat,2025-03-18,Problemas Técnicos,Erro de Sistema / Aplicação
498,O login está falhando e impede o acesso ao ambiente.,chat,2025-03-30,Problemas Técnicos,Erro de Autenticação e Acesso
499,Erro ao gerar relatório financeiro em PDF ou CSV.,chat,2025-03-30,Problemas Técnicos,Erro de Exportação / Relatórios
500,"Efetuei o pagamento, mas consta como pendente no sistema.",sistema,2025-03-19,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
501,Mensagem sem detalhes específicos.,sistema,2025-03-15,Outros,Mensagem Genérica
502,Obrigado pela ajuda.,chat,2025-03-28,Outros,Agradecimento Simples
503,Evento gerado automaticamente.,chat,2025-03-26,Outros,Registro Automático
504,O sistema encontra-se indisponível no momento.,formulario,2025-03-21,Problemas Técnicos,Indisponibilidade / Queda do Serviço
505,Dúvida sobre juros aplicados na fatura.,email,2025-03-24,Financeiro e Cobrança,Juros e Encargos
506,Valor da fatura parece incorreto.,chat,2025-03-06,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
507,Obrigado pela ajuda.,formulario,2025-03-17,Outros,Agradecimento Simples
508,"Pagamento realizado, porém não identificado.",email,2025-03-06,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
509,Necessário capacitação dos usuários do sistema.,chat,2025-03-01,Solicitações Operacionais,Solicitação de Treinamento
510,Solicito reembolso do valor pago.,formulario,2025-03-25,Financeiro e Cobrança,Reembolso / Estorno
511,Gostaria de esclarecimentos sobre a cobrança.,email,2025-03-09,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
512,Dúvida sobre juros aplicados na fatura.,email,2025-03-22,Financeiro e Cobrança,Juros e Encargos
513,Erro ao gerar relatório financeiro em PDF ou CSV.,chat,2025-03-13,Problemas Técnicos,Erro de Exportação / Relatórios
514,Obrigado pela ajuda.,email,2025-03-21,Outros,Agradecimento Simples
515,Valor da fatura parece incorreto.,chat,2025-03-08,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
516,Solicito treinamento para a equipe.,formulario,2025-03-24,Solicitações Operacionais,Solicitação de Treinamento
517,Evento gerado automaticamente.,formulario,2025-03-25,Outros,Registro Automático
518,Agradeço pelo atendimento.,chat,2025-03-22,Outros,Agradecimento Simples
519,Aguardando posicionamento.,formulario,2025-03-17,Outros,Mensagem Genérica
520,O sistema não reconheceu o pagamento efetuado.,email,2025-03-02,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
521,Agradeço pelo atendimento.,chat,2025-03-06,Outros,Agradecimento Simples
522,Preciso reenviar o boleto de pagamento.,email,2025-03-22,Financeiro e Cobrança,Segunda Via de Boleto
523,Pedido de atualização do plano atual.,formulario,2025-03-03,Solicitações Operacionais,Alteração de Plano / Contrato
524,Registro automático do sistema.,formulario,2025-03-05,Outros,Registro Automático
525,Evento gerado automaticamente.,email,2025-03-18,Outros,Registro Automático
526,Usabilidade precisa melhorar.,email,2025-03-13,Feedback e Experiência,Crítica de Usabilidade
527,O sistema não reconheceu o pagamento efetuado.,chat,2025-03-19,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
528,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",sistema,2025-03-23,Problemas Técnicos,Erro de Sistema / Aplicação
529,O sistema está muito lento após a última atualização.,email,2025-03-30,Problemas Técnicos,Problemas de Performance / Lentidão
530,O atendimento foi excelente.,formulario,2025-03-06,Feedback e Experiência,Feedback Positivo
531,Pedido de alteração cadastral.,formulario,2025-03-12,Solicitações Operacionais,Atualização Cadastral
532,Seria interessante adicionar novos recursos.,formulario,2025-03-03,Feedback e Experiência,Sugestão de Nova Funcionalidade
533,Aguardando posicionamento.,sistema,2025-03-04,Outros,Mensagem Genérica
534,Necessário ajustar layout e campos do relatório.,chat,2025-03-24,Solicitações Operacionais,Customização de Relatórios
535,Solicito atualização dos dados cadastrais.,email,2025-03-10,Solicitações Operacionais,Atualização Cadastral
536,Pedido de nova funcionalidade.,formulario,2025-03-27,Feedback e Experiência,Sugestão de Nova Funcionalidade
537,Necessário integrar a plataforma com sistema de terceiros.,sistema,2025-03-05,Solicitações Operacionais,Integração com Sistemas Externos
538,Valor cobrado não condiz com o contratado.,email,2025-03-02,Financeiro e Cobrança,Cobrança Indevida / Duplicada
539,Estou satisfeito com o sistema.,chat,2025-03-03,Feedback e Experiência,Feedback Positivo
540,O sistema está muito lento após a última atualização.,formulario,2025-03-20,Problemas Técnicos,Problemas de Performance / Lentidão
541,"Erro ao autenticar usuário, mesmo após redefinição de senha.",email,2025-03-13,Problemas Técnicos,Erro de Autenticação e Acesso
542,Sugiro aprimorar algumas funcionalidades.,chat,2025-03-25,Feedback e Experiência,Sugestão de Melhoria
